name,source,externalid,url,definition,reaction,control,cids,protacxns,geneids,taxid,taxname,ecs,pmids,cidsreactant,cidsproduct
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H+ + NAD(P)H + Oxygen + antheraxanthin ⟶ H2O + NAD(P)+ + violaxanthin,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281223'>antheraxanthin</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> + NAD(P)H ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/448438'>violaxanthin</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + NAD(P)+,activated by CHLRE_02g082550v5,1038|448438|5281223|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|5281223|977,448438|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Oxygen + TPNH + zeinoxanthin ⟶ H2O + TPN + lutein,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> + zeinoxanthin ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281243'>lutein</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a>,activated by Homologues of epsilon hydroxylase (LOC_OS10G39930.1),5281243|5884|5886|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5884|977,5281243|5886|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,geranylgeranyl diphosphate ⟶ PPi + prephytoene diphosphate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/447277'>geranylgeranyl diphosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/24883415'>prephytoene diphosphate</a>,activated by CHLRE_02g095092v5,1023|24883415|447277,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,447277,1023|24883415
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,prephytoene diphosphate ⟶ PPi + phytoene,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/24883415'>prephytoene diphosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280784'>phytoene</a>,activated by CHLRE_02g095092v5,1023|24883415|5280784,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,24883415,1023|5280784
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,5-methyltetrahydropteroyltri-L-glutamate + LHCYS ⟶ L-Met + tetrahydropteroyltri-L-glutamate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398574'>5-methyltetrahydropteroyltri-L-glutamate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/91552'>LHCYS</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398572'>tetrahydropteroyltri-L-glutamate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6992087'>L-Met</a>,activated by CHLRE_03g180750v5,135398572|135398574|6992087|91552,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398574|91552,135398572|6992087
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,FAPP + IPPP ⟶ PPi + geranylgeranyl diphosphate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1195'>IPPP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/445713'>FAPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/447277'>geranylgeranyl diphosphate</a>,activated by 3-phosphoshikimate 1-carboxyvinyltransferase,1023|1195|445713|447277,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1195|445713,1023|447277
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"2'-hydroxygenistein + DMAPP ⟶ 2,3-dehydrokievitone + PPi","2'-hydroxygenistein + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a> ⟶ 2,3-dehydrokievitone + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a>",activated by CHLRE_03g207700v5,1023|647,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,647,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"Oxygen + epsilon-carotene + hydrogen donor ⟶ H2O + epsilon,epsilon-carotene-3-diol + hydrogen acceptor","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/446439'>epsilon-carotene</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> + hydrogen donor ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + epsilon,epsilon-carotene-3-diol + hydrogen acceptor",activated by Homologues of epsilon hydroxylase (LOC_OS10G39930.1),446439|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,446439|977,962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"Oxygen + epsilon,epsilon-carotene-3-diol + hydrogen donor ⟶ H2O + hydrogen acceptor + lactucaxanthin","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> + epsilon,epsilon-carotene-3-diol + hydrogen donor ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281242'>lactucaxanthin</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + hydrogen acceptor",activated by Homologues of epsilon hydroxylase (LOC_OS10G39930.1),5281242|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,977,5281242|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,DMAPP + HCOU ⟶ PPi + demethylsuberosin,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281426'>HCOU</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + demethylsuberosin,activated by Prenyltransferase,1023|5281426|647,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5281426|647,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"Oxygen + lycopene ⟶ 4,8,13-trimethylhexadeca-heptaenedial + pseudoionone","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/446925'>lycopene</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ 4,8,13-trimethylhexadeca-heptaenedial + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1757003'>pseudoionone</a>",activated by CHLRE_03g149650v5,1757003|446925|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,446925|977,1757003
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"Oxygen + lycopene ⟶ 4,9,13-trimethyltetradeca-2,4,6,8,10,12-hexaene-1,14-dial + pseudoionone","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/446925'>lycopene</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ 4,9,13-trimethyltetradeca-2,4,6,8,10,12-hexaene-1,14-dial + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1757003'>pseudoionone</a>",activated by CHLRE_03g149650v5,1757003|446925|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,446925|977,1757003
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"Oxygen + lycopene ⟶ 4,9-dimethyldodeca-2,4,6,8,10-pentaenedial + pseudoionone","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/446925'>lycopene</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/15613503'>4,9-dimethyldodeca-2,4,6,8,10-pentaenedial</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1757003'>pseudoionone</a>",activated by CHLRE_03g149650v5,15613503|1757003|446925|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,446925|977,15613503|1757003
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Ac-CoA ⟶ ACA-CoA + CoA-SH,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/444493'>Ac-CoA</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/87642'>CoA-SH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/92153'>ACA-CoA</a>,activated by CHLRE_02g146050v5,444493|87642|92153,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,444493,87642|92153
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Glc6P ⟶ I3P,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5958'>Glc6P</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/440194'>I3P</a>,activated by CHLRE_03g180250v5,440194|5958,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5958,440194
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,L-Cys + a protein L-cysteine ⟶ L-Ala + a protein-S-sulfanylcysteine,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/6419722'>L-Cys</a> + a protein L-cysteine ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/7311724'>L-Ala</a> + a protein-S-sulfanylcysteine,activated by CHLRE_02g146250v5,6419722|7311724,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,6419722,7311724
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + I3P ⟶ Ins + Pi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/440194'>I3P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/892'>Ins</a>,activated by CHLRE_06g278202v5,1061|440194|892|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,440194|962,1061|892
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,TPNH + geranylgeranyl diphosphate ⟶ TPN + dihydrogeranylgeranyl-PP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/447277'>geranylgeranyl diphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a> + dihydrogeranylgeranyl-PP,activated by CHLRE_01g050950v5,447277|5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,447277|5884,5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,TPNH + dihydrogeranylgeranyl-PP ⟶ TPN + tetrahydrogeranylgeranyl-PP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> + dihydrogeranylgeranyl-PP ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a> + tetrahydrogeranylgeranyl-PP,activated by CHLRE_01g050950v5,5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5884,5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,TPNH + tetrahydrogeranylgeranyl-PP ⟶ TPN + phytyl-PP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> + tetrahydrogeranylgeranyl-PP ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280787'>phytyl-PP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a>,activated by CHLRE_01g050950v5,5280787|5884|5886,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5884,5280787|5886
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,IPPP + a trans-polyisoprenyln-PP ⟶ PPi + a trans-polyisoprenyln-PP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1195'>IPPP</a> + a trans-polyisoprenyln-PP ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + a trans-polyisoprenyln-PP,activated by CHLRE_13g565650v5,1023|1195,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1195,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,secologanin + tryptamine ⟶ H2O + strictosidine,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1150'>tryptamine</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/161276'>secologanin</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/161336'>strictosidine</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a>,activated by CHLRE_12g549050v5,1150|161276|161336|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1150|161276,161336|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,FAPP ⟶ PPi + PSDP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/445713'>FAPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280592'>PSDP</a>,activated by CHLRE_03g175250v5,1023|445713|5280592,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,445713,1023|5280592
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,NAD(P)H + PSDP ⟶ NAD(P)+ + PPi + SQNE,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280592'>PSDP</a> + NAD(P)H ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/638072'>SQNE</a> + NAD(P)+,activated by CHLRE_03g175250v5,1023|5280592|638072,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5280592,1023|638072
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"H+ + Oxygen + TPNH + obtusifoliol ⟶ 4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol + H2O + HCOOH + TPN","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/390622'>obtusifoliol</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5884'>TPNH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/977'>Oxygen</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/284'>HCOOH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/443237'>4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5886'>TPN</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a>",activated by CHLRE_02g092350v5,1038|284|390622|443237|5884|5886|962|977,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1038|390622|5884|977,284|443237|5886|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,4alpha-methylfecosterol ⟶ 24-methylenelophenol,4alpha-methylfecosterol ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5283640'>24-methylenelophenol</a>,activated by CHLRE_12g557900v5,5283640,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,NULL,5283640
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,L-Cys + a protein L-cysteine ⟶ L-Ala + a protein-S-sulfanylcysteine,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/6419722'>L-Cys</a> + a protein L-cysteine ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/7311724'>L-Ala</a> + a protein-S-sulfanylcysteine,activated by CHLRE_12g525650v5,6419722|7311724,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,6419722,7311724
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,24-methylenelophenol + SAM ⟶ 24-ethylidenelophenol + SAH,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/34756'>SAM</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5283640'>24-methylenelophenol</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439155'>SAH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/9548595'>24-ethylidenelophenol</a>,activated by CHLRE_12g500500v5,34756|439155|5283640|9548595,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,34756|5283640,439155|9548595
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Fru(6)P + L-Gln ⟶ GlcN6P + L-Glu,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/69507'>Fru(6)P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6992086'>L-Gln</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439217'>GlcN6P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460299'>L-Glu</a>,activated by CHLRE_08g375500v5,439217|5460299|69507|6992086,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,69507|6992086,439217|5460299
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,AcGlcN6P ⟶ AcGlcN1P,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/440996'>AcGlcN6P</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/440272'>AcGlcN1P</a>,activated by CHLRE_08g379700v5,440272|440996,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,440996,440272
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,DMAPP + genistein ⟶ PPi + lupiwighteone,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280961'>genistein</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + lupiwighteone,activated by CHLRE_03g207700v5,1023|5280961|647,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5280961|647,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,DMAPP + genistein ⟶ PPi + isowighteone,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280961'>genistein</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + isowighteone,activated by CHLRE_03g207700v5,1023|5280961|647,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5280961|647,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2'-hydroxygenistein + DMAPP ⟶ PPi + luteone,2'-hydroxygenistein + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281797'>luteone</a>,activated by CHLRE_03g207700v5,1023|5281797|647,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,647,1023|5281797
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,DMAPP + genistein ⟶ PPi + wighteone,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5280961'>genistein</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + wighteone,activated by CHLRE_03g207700v5,1023|5280961|647,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5280961|647,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2'-hydroxygenistein + DMAPP ⟶ PPi + phaseoluteone,2'-hydroxygenistein + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/647'>DMAPP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + phaseoluteone,activated by CHLRE_03g207700v5,1023|647,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,647,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"ZSOL ⟶ 5alpha-cholesta-7,24-dien-3beta-ol","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/92746'>ZSOL</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5459827'>5alpha-cholesta-7,24-dien-3beta-ol</a>",activated by CHLRE_12g557900v5,5459827|92746,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,92746,5459827
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ZSOL ⟶ lathosterol,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/92746'>ZSOL</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/65728'>lathosterol</a>,activated by CHLRE_12g557900v5,65728|92746,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,92746,65728
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,FAD + PROP-CoA ⟶ FADH2 + acryloyl-CoA,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/643975'>FAD</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/92753'>PROP-CoA</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/446013'>FADH2</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/9543026'>acryloyl-CoA</a>,activated by acyl-CoA dehydrogenase,446013|643975|92753|9543026,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,643975|92753,446013|9543026
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + Hydrouracil ⟶ UPROP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/649'>Hydrouracil</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/111'>UPROP</a>,activated by CHLRE_02g097000v5,111|649|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,649|962,111
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + G1P ⟶ ADP-D-glucose + PPi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439165'>G1P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/16500'>ADP-D-glucose</a>,activated by Glucose-1-phosphate adenylyltransferase.,1023|16500|439165|5957,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439165|5957,1023|16500
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + UPROP ⟶ ammonia + b-Ala + carbon dioxide,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/111'>UPROP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/222'>ammonia</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/239'>b-Ala</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a>,activated by CHLRE_01g022650v5,111|222|239|280|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,111|962,222|239|280
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,CTP + PA ⟶ CDP-DAG + PPi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/6176'>CTP</a> + PA ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + CDP-DAG,activated by CHLRE_03g186200v5,1023|6176,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,6176,1023
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,CDP-DAG + G3P ⟶ CMP + Phosphatidylglycerol phosphate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439162'>G3P</a> + CDP-DAG ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6131'>CMP</a> + Phosphatidylglycerol phosphate,activated by CHLRE_13g604700v5,439162|6131,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439162,6131
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + Phosphatidylglycerol phosphate ⟶ L-1-phosphatidyl-glycerol + Pi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> + Phosphatidylglycerol phosphate ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + L-1-phosphatidyl-glycerol,activated by CHLRE_04g219900v5,1061|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,962,1061
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,CDP-DAG + L-1-phosphatidyl-glycerol ⟶ CL + CMP,CDP-DAG + L-1-phosphatidyl-glycerol ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6131'>CMP</a> + CL,activated by Homologues of cardiolipin synthase,6131,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,NULL,6131
